행정코드	행정구역명	여부
2403066	효덕동	Y
2403067	송암동	Y
2403068	봉선1동	Y
2403069	봉선2동	Y
2403070	대촌동	Y
24040	북구	Y
2404051	중흥1동	Y
2404052	중흥2동	Y
2404053	중흥3동	Y
2404054	중앙동	Y
2404055	임동	Y
2404056	신안동	Y
2404057	용봉동	Y
2404058	운암1동	Y
2404059	운암2동	Y
2404060	운암3동	Y
2404061	동림동	Y
2404062	우산동	Y
2404063	풍향동	Y
2404064	문화동	Y
2404065	문흥1동	Y
2404066	문흥2동	Y
2404067	두암1동	Y
2404068	두암2동	Y
2404069	두암3동	Y
2404070	삼각동	Y
2404078	일곡동	Y
2404071	매곡동	Y
2404072	오치1동	Y
2404073	오치2동	Y
2404074	석곡동	Y
2404081	건국동	Y
2404082	신용동	Y
2404080	양산동	Y
24050	광산구	Y
2405051	송정1동	Y
2405052	송정2동	Y
2405054	도산동	Y
2405055	신흥동	Y
2405056	어룡동	Y
2405058	우산동	Y
2405059	월곡1동	Y
2405060	월곡2동	Y
2405061	비아동	Y
2405069	첨단1동	Y
2405070	첨단2동	Y
2405074	신가동	Y
2405075	수완동	Y
2405073	신창동	Y
2405071	운남동	Y
2405063	하남동	Y
2405064	임곡동	Y
2405065	동곡동	Y
2405066	평동	Y
2405067	삼도동	Y
2405068	본량동	Y
25	대전광역시	Y
25010	동구	Y
2501076	중앙동	Y
2501076	중앙동	Y
2501077	신인동	Y
2501077	신인동	Y
2501053	효동	Y
2501055	판암1동	Y
2501056	판암2동	Y
2501057	용운동	Y
2501078	대동	Y
2501078	대동	Y
2501060	자양동	Y
2501063	가양1동	Y
2501064	가양2동	Y
2501065	용전동	Y
2501079	성남동	Y
2501079	성남동	Y
2501068	홍도동	Y
2501080	삼성동	Y
2501080	삼성동	Y
2501073	대청동	Y
2501075	산내동	Y
25020	중구	Y
2502051	은행선화동	Y
2502053	목동	Y
2502054	중촌동	Y
2502055	대흥동	Y
2502056	문창동	Y
2502057	석교동	Y
2502058	대사동	Y
2502059	부사동	Y
2502060	용두동	Y
2502062	오류동	Y
2502063	태평1동	Y
2502064	태평2동	Y
2502065	유천1동	Y
2502066	유천2동	Y
2502067	문화1동	Y
2502068	문화2동	Y
2502069	산성동	Y
25030	서구	Y
2503051	복수동	Y
2503052	도마1동	Y
2503053	도마2동	Y
2503054	정림동	Y
2503055	변동	Y
2503056	용문동	Y
2503057	탄방동	Y
2503074	둔산3동	Y
2503059	둔산1동	Y
2503060	둔산2동	Y
2503061	괴정동	Y
2503062	가장동	Y
2503063	내동	Y
2503064	갈마1동	Y
2503065	갈마2동	Y
2503066	월평1동	Y
2503067	월평2동	Y
2503068	월평3동	Y
2503069	만년동	Y
2503070	가수원동	Y
2503072	관저1동	Y
2503073	관저2동	Y
2503071	기성동	Y
25040	유성구	Y
2504051	진잠동	Y
2504064	온천1동	Y
2504065	원신흥동	Y
2504054	온천2동	Y
2504059	노은1동	Y
2504066	노은2동	Y
2504067	노은3동	Y
2504055	신성동	Y
2504057	전민동	Y
2504061	구즉동	Y
2504063	관평동	Y
25050	대덕구	Y
2505051	오정동	Y
2505052	대화동	Y
2505053	회덕동	Y
2505054	비래동	Y
2505062	송촌동	Y
2505055	중리동	Y
2505056	법1동	Y
2505057	법2동	Y
2505058	신탄진동	Y
2505059	석봉동	Y
2505060	덕암동	Y
2505061	목상동	Y
26	울산광역시	Y
26010	중구	Y
2601051	학성동	Y
2601052	반구1동	Y
2601053	반구2동	Y
2601054	복산1동	Y
2601055	복산2동	Y
2601066	성안동	Y
2601067	중앙동	Y
2601067	중앙동	Y
2601059	우정동	Y
2601060	태화동	Y
2601061	다운동	Y
2601062	병영1동	Y
2601063	병영2동	Y
2601064	약사동	Y
26020	남구	Y
2602051	신정1동	Y
2602052	신정2동	Y
2602053	신정3동	Y
2602054	신정4동	Y
2602055	신정5동	Y
2602056	달동	Y
2602057	삼산동	Y
2602058	삼호동	Y
2602059	무거동	Y
2602060	옥동	Y
2602061	야음장생포동	Y
2602062	대현동	Y
2602063	수암동	Y
2602064	선암동	Y
26030	동구	Y
2603051	방어동	Y
2603052	일산동	Y
2603053	화정동	Y
2603054	대송동	Y
2603055	전하1동	Y
2603061	전하2동	Y
2603061	전하2동	Y
2603058	남목1동	Y
2603059	남목2동	Y
2603060	남목3동	Y
26040	북구	Y
2604051	농소1동	Y
2604052	농소2동	Y
2604053	농소3동	Y
2604054	강동동	Y
2604056	효문동	Y
2604057	송정동	Y
2604058	양정동	Y
2604059	염포동	Y
26310	울주군	Y
2631011	온산읍	Y
2631012	언양읍	Y
2631013	온양읍	Y
2631014	범서읍	Y
2631031	서생면	Y
2631015	청량읍	Y
2631016	삼남읍	Y
2631034	웅촌면	Y
2631036	두동면	Y
2631037	두서면	Y
2631038	상북면	Y
2631040	삼동면	Y
29	세종특별자치시	Y
29010	세종시	Y
2901011	조치원읍	Y
2901031	연기면	Y
2901032	연동면	Y
2901033	부강면	Y
2901034	금남면	Y
2901035	장군면	Y
2901036	연서면	Y
2901037	전의면	Y
2901038	전동면	Y
2901039	소정면	Y
2901061	한솔동	Y
2901067	새롬동	Y
2901068	다정동	Y
2901066	보람동	Y
2901064	대평동	Y
2901065	소담동	Y
2901053	도담동	Y
2901059	아름동	Y
2901060	고운동	Y
2901056	종촌동	Y
31	경기도	Y
31010	수원시	Y
31011	장안구	Y
3101154	파장동	Y
3101155	율천동	Y
3101156	정자1동	Y
3101162	정자3동	Y
3101157	정자2동	Y
3101158	영화동	Y
3101159	송죽동	Y
3101160	조원1동	Y
3101163	조원2동	Y
3101161	연무동	Y
31012	권선구	Y
3101252	세류1동	Y
3101253	세류2동	Y
3101254	세류3동	Y
3101255	평동	Y
3101256	서둔동	Y
3101257	구운동	Y
3101265	금곡동	Y
3101266	호매실동	Y
3101260	권선1동	Y
3101264	권선2동	Y
3101261	곡선동	Y
3101262	입북동	Y
31013	팔달구	Y
3101372	행궁동	Y
3101372	행궁동	Y
3101372	행궁동	Y
3101367	매교동	Y
3101368	매산동	Y
3101369	고등동	Y
3101370	화서1동	Y
3101371	화서2동	Y
3101353	지동	Y
3101354	우만1동	Y
3101355	우만2동	Y
3101356	인계동	Y
31014	영통구	Y
3101451	매탄1동	Y
3101452	매탄2동	Y
3101453	매탄3동	Y
3101454	매탄4동	Y
3101460	원천동	Y
3101462	광교1동	Y
3101463	광교2동	Y
3101463	광교2동	Y
3101464	영통1동	Y
3101465	영통2동	Y
3101466	영통3동	Y
3101467	망포1동	Y
3101468	망포2동	Y
31020	성남시	Y
31021	수정구	Y
3102151	신흥1동	Y
3102152	신흥2동	Y
3102153	신흥3동	Y
3102154	태평1동	Y
3102155	태평2동	Y
3102156	태평3동	Y
3102157	태평4동	Y
3102158	수진1동	Y
3102159	수진2동	Y
3102160	단대동	Y
3102161	산성동	Y
3102162	양지동	Y
3102167	복정동	Y
3102168	위례동	Y
3102164	신촌동	Y
3102165	고등동	Y
3102166	시흥동	Y
31022	중원구	Y
3102251	성남동	Y
3102251	성남동	Y
3102253	금광1동	Y
3102254	금광2동	Y
3102255	은행1동	Y
3102256	은행2동	Y
3102257	상대원1동	Y
3102258	상대원2동	Y
3102259	상대원3동	Y
3102260	하대원동	Y
3102261	도촌동	Y
3102262	중앙동	Y
31023	분당구	Y
3102351	분당동	Y
3102352	수내3동	Y
3102353	수내1동	Y
3102354	수내2동	Y
3102355	정자2동	Y
3102356	정자3동	Y
3102377	정자1동	Y
3102378	정자동	Y
3102358	서현1동	Y
3102359	서현2동	Y
3102360	이매1동	Y
3102361	이매2동	Y
3102362	야탑1동	Y
3102363	야탑3동	Y
3102364	야탑2동	Y
3102375	판교동	Y
3102376	백현동	Y
3102374	삼평동	Y
3102371	금곡동	Y
3102372	구미1동	Y
3102367	구미동	Y
3102368	운중동	Y
31030	의정부시	Y
3103069	의정부1동	Y
3103069	의정부1동	Y
3103052	의정부2동	Y
3103055	호원1동	Y
3103065	호원2동	Y
3103056	장암동	Y
3103057	신곡1동	Y
3103058	신곡2동	Y
3103059	송산1동	Y
3103070	송산2동	Y
3103071	송산3동	Y
3103060	자금동	Y
3103068	가능동	Y
3103067	흥선동	Y
3103067	흥선동	Y
3103064	녹양동	Y
31040	안양시	Y
31041	만안구	Y
3104151	안양1동	Y
3104152	안양2동	Y
3104153	안양3동	Y
3104154	안양4동	Y
3104155	안양5동	Y
3104156	안양6동	Y
3104157	안양7동	Y
3104158	안양8동	Y
3104159	안양9동	Y
3104160	석수1동	Y
3104161	석수2동	Y
3104162	석수3동	Y
3104163	박달1동	Y
3104164	박달2동	Y
31042	동안구	Y
3104251	비산1동	Y
3104252	비산2동	Y
3104253	비산3동	Y
3104254	부흥동	Y
3104255	달안동	Y
3104256	관양1동	Y
3104257	관양2동	Y
3104258	부림동	Y
3104259	평촌동	Y
3104260	평안동	Y
3104261	귀인동	Y
3104262	호계1동	Y
3104263	호계2동	Y
3104264	호계3동	Y
3104265	범계동	Y
3104266	신촌동	Y
3104267	갈산동	Y
31050	부천시	Y
3105087	심곡동	Y
3105087	심곡동	Y
3105087	심곡동	Y
3105087	심곡동	Y
3105087	심곡동	Y
3105088	부천동	Y
3105088	부천동	Y
3105088	부천동	Y
3105088	부천동	Y
3105088	부천동	Y
3105089	중동	Y
3105089	중동	Y
3105091	상동	Y
3105090	신중동	Y
3105090	신중동	Y
3105090	신중동	Y
3105090	신중동	Y
3105090	신중동	Y
3105091	상동	Y
3105091	상동	Y
3105092	대산동	Y
3105092	대산동	Y
3105093	소사본동	Y
3105093	소사본동	Y
3105093	소사본동	Y
3105094	범안동	Y
3105094	범안동	Y
3105094	범안동	Y
3105092	대산동	Y
3105092	대산동	Y
3105095	성곡동	Y
3105095	성곡동	Y
3105095	성곡동	Y
3105096	오정동	Y
3105096	오정동	Y
3105096	오정동	Y
3105096	오정동	Y
31060	광명시	Y
3106051	광명1동	Y
3106052	광명2동	Y
3106053	광명3동	Y
3106054	광명4동	Y
3106055	광명5동	Y
3106056	광명6동	Y
3106057	광명7동	Y
3106058	철산1동	Y
3106059	철산2동	Y
3106060	철산3동	Y
3106061	철산4동	Y
3106062	하안1동	Y
3106063	하안2동	Y
3106064	하안3동	Y
3106065	하안4동	Y
3106066	소하1동	Y
3106067	소하2동	Y
3106068	학온동	Y
31070	평택시	Y
3107011	팽성읍	Y
3107012	안중읍	Y
3107013	포승읍	Y
3107031	진위면	Y
3107032	서탄면	Y
3107033	고덕면	Y
3107034	오성면	Y
3107014	청북읍	Y
3107037	현덕면	Y
3107051	중앙동	Y
3107052	서정동	Y
3107053	송탄동	Y
3107055	지산동	Y
3107056	송북동	Y
3107057	신장1동	Y
3107058	신장2동	Y
3107059	신평동	Y
3107060	원평동	Y
3107061	통복동	Y
3107062	비전1동	Y
3107065	비전2동	Y
3107066	용이동	Y
3107064	세교동	Y
31080	동두천시	Y
3108051	생연1동	Y
3108052	생연2동	Y
3108053	중앙동	Y
3108055	보산동	Y
3108056	불현동	Y
3108061	송내동	Y
3108058	소요동	Y
3108060	상패동	Y
31090	안산시	Y
31091	상록구	Y
3109151	일동	Y
3109174	이동	Y
3109176	사동	Y
3109178	해양동	Y
3109177	사이동	Y
3109154	본오1동	Y
3109155	본오2동	Y
3109156	본오3동	Y
3109157	부곡동	Y
3109158	월피동	Y
3109162	성포동	Y
3109171	반월동	Y
3109173	안산동	Y
31092	단원구	Y
3109259	와동	Y
3109274	고잔동	Y
3109273	호수동	Y
3109275	중앙동	Y
3109276	원곡동	Y
3109277	신길동	Y
3109278	백운동	Y
3109266	초지동	Y
3109268	선부1동	Y
3109269	선부2동	Y
3109270	선부3동	Y
3109272	대부동	Y
31100	고양시	Y
31101	덕양구	Y
3110151	주교동	Y
3110152	원신동	Y
3110153	흥도동	Y
3110154	성사1동	Y
3110155	성사2동	Y
3110156	효자동	Y
3110170	삼송동	Y
3110158	창릉동	Y
3110159	고양동	Y
3110160	관산동	Y
3110161	능곡동	Y
3110162	화정1동	Y
3110163	화정2동	Y
3110164	행주동	Y
3110165	행신1동	Y
3110166	행신2동	Y
3110169	행신3동	Y
3110167	화전동	Y
3110168	대덕동	Y
31103	일산동구	Y
3110351	식사동	Y
3110352	중산동	Y
3110353	정발산동	Y
3110354	풍산동	Y
3110355	백석1동	Y
3110361	백석2동	Y
3110356	마두1동	Y
3110357	마두2동	Y
3110358	장항1동	Y
3110359	장항2동	Y
3110360	고봉동	Y
31104	일산서구	Y
3110451	일산1동	Y
3110454	탄현동	Y
3110452	일산2동	Y
3110453	일산3동	Y
3110455	주엽1동	Y
3110456	주엽2동	Y
3110457	대화동	Y
3110458	송포동	Y
3110459	송산동	Y
31110	과천시	Y
3111051	중앙동	Y
3111052	갈현동	Y
3111053	별양동	Y
3111054	부림동	Y
3111055	과천동	Y
3111056	문원동	Y
31120	구리시	Y
3112051	갈매동	Y
3112052	동구동	Y
3112053	인창동	Y
3112054	교문1동	Y
3112055	교문2동	Y
3112056	수택1동	Y
3112057	수택2동	Y
3112058	수택3동	Y
31130	남양주시	Y
3113011	와부읍	Y
3113012	진접읍	Y
3113013	화도읍	Y
3113014	진건읍	Y
3113015	오남읍	Y
3113016	퇴계원읍	Y
3113031	별내면	Y
3113034	수동면	Y
3113035	조안면	Y
3113051	호평동	Y
3113052	평내동	Y
3113053	금곡동	Y
3113054	양정동	Y
3113059	다산2동	Y
3113058	다산1동	Y
3113057	별내동	Y
31140	오산시	Y
3114051	중앙동	Y
3114052	대원동	Y
3114053	남촌동	Y
3114054	신장동	Y
3114055	세마동	Y
3114056	초평동	Y
31150	시흥시	Y
3115051	대야동	Y
3115052	신천동	Y
3115053	신현동	Y
3115054	은행동	Y
3115055	매화동	Y
3115056	목감동	Y
3115068	군자동	Y
3115069	월곶동	Y
3115064	정왕본동	Y
3115065	정왕1동	Y
3115061	정왕2동	Y
3115062	정왕3동	Y
3115072	정왕4동	Y
3115073	배곧동	Y
3115059	과림동	Y
3115070	연성동	Y
3115071	장곡동	Y
3115067	능곡동	Y
31160	군포시	Y
3116051	군포1동	Y
3116052	군포2동	Y
3116054	산본1동	Y
3116055	산본2동	Y
3116056	금정동	Y
3116057	재궁동	Y
3116058	오금동	Y
3116059	수리동	Y
3116060	궁내동	Y
3116061	광정동	Y
3116062	대야동	Y
31170	의왕시	Y
3117051	고천동	Y
3117052	부곡동	Y
3117053	오전동	Y
3117054	내손1동	Y
3117055	내손2동	Y
3117056	청계동	Y
31180	하남시	Y
3118051	천현동	Y
3118052	신장1동	Y
3118053	신장2동	Y
3118054	덕풍1동	Y
3118055	덕풍2동	Y
3118056	덕풍3동	Y
3118061	풍산동	Y
3118062	미사 1동	Y
3118063	미사 2동	Y
3118066	감북동	Y
3118067	감일동	Y
3118065	위례동	Y
3118059	춘궁동	Y
3118060	초이동	Y
31190	용인시	Y
31191	처인구	Y
3119111	포곡읍	Y
3119112	모현읍	Y
3119132	남사면	Y
3119113	이동읍	Y
3119134	원삼면	Y
3119135	백암면	Y
3119136	양지면	Y
3119151	중앙동	Y
3119152	역삼동	Y
3119153	유림동	Y
3119154	동부동	Y
31192	기흥구	Y
3119261	신갈동	Y
3119263	영덕1동	Y
3119264	영덕2동	Y
3119252	구갈동	Y
3119265	상갈동	Y
3119266	보라동	Y
3119254	기흥동	Y
3119255	서농동	Y
3119256	구성동	Y
3119257	마북동	Y
3119267	동백1동	Y
3119268	동백2동	Y
3119269	동백3동	Y
3119260	상하동	Y
3119259	보정동	Y
31193	수지구	Y
3119351	풍덕천1동	Y
3119352	풍덕천2동	Y
3119353	신봉동	Y
3119354	죽전1동	Y
3119355	죽전2동	Y
3119356	동천동	Y
3119357	상현1동	Y
3119358	상현2동	Y
3119359	성복동	Y
31200	파주시	Y
3120011	문산읍	Y
3120012	파주읍	Y
3120013	법원읍	Y
3120055	교하동	Y
3120056	운정1동	Y
3120057	운정2동	Y
3120058	운정3동	Y
3120015	조리읍	Y
3120021	진동면	Y
3120026	장단면	Y
3120027	진서면	Y
3120031	월롱면	Y
3120032	탄현면	Y
3120035	광탄면	Y
3120036	파평면	Y
3120037	적성면	Y
3120038	군내면	Y
3120053	금촌1동	Y
3120054	금촌3동	Y
3120052	금촌2동	Y
31210	이천시	Y
3121011	장호원읍	Y
3121012	부발읍	Y
3121031	신둔면	Y
3121032	백사면	Y
3121033	호법면	Y
3121034	마장면	Y
3121035	대월면	Y
3121036	모가면	Y
3121037	설성면	Y
3121038	율면	Y
3121051	창전동	Y
3121054	증포동	Y
3121052	중리동	Y
3121053	관고동	Y
31220	안성시	Y
3122011	공도읍	Y
3122031	보개면	Y
3122032	금광면	Y
3122033	서운면	Y
3122034	미양면	Y
3122035	대덕면	Y
3122036	양성면	Y
3122038	원곡면	Y
3122039	일죽면	Y
3122040	죽산면	Y
3122041	삼죽면	Y
3122042	고삼면	Y
3122051	안성1동	Y
3122052	안성2동	Y
3122053	안성3동	Y
31230	김포시	Y
3123011	통진읍	Y
3123012	고촌읍	Y
3123013	양촌읍	Y
3123034	대곶면	Y
3123035	월곶면	Y
3123036	하성면	Y
3123061	김포본동	Y
3123062	장기본동	Y
3123060	운양동	Y
3123063	구래동	Y
3123064	마산동	Y
3123056	장기동	Y
3123053	사우동	Y
3123054	풍무동	Y
31240	화성시	Y
3124052	진안동	Y
3124053	병점1동	Y
3124054	병점2동	Y
3124055	반월동	Y
3124056	기배동	Y
3124057	화산동	Y
3124012	봉담읍	Y
3124013	우정읍	Y
3124031	매송면	Y
3124033	비봉면	Y
3124015	남양읍	Y
3124035	마도면	Y
3124036	송산면	Y
3124037	서신면	Y
3124038	팔탄면	Y
3124039	장안면	Y
3124014	향남읍	Y
3124042	양감면	Y
3124043	정남면	Y
3124061	동탄1동	Y
3124060	동탄2동	Y
3124062	동탄3동	Y
3124064	동탄4동	Y
3124065	동탄5동	Y
3124067	새솔동	Y
3124069	동탄7동	Y
3124070	동탄6동	Y
3124071	동탄8동	Y
31250	광주시	Y
3125011	오포읍	Y
3125012	초월읍	Y
3125014	곤지암읍	Y
3125034	도척면	Y
3125035	퇴촌면	Y
3125036	남종면	Y
3125038	남한산성면	Y
3125054	경안동	Y
3125055	송정동	Y
3125056	쌍령동	Y
3125057	탄벌동	Y
3125058	광남1동	Y
3125059	광남2동	Y
31260	양주시	Y
3126011	백석읍	Y
3126031	은현면	Y
3126032	남면	Y
3126033	광적면	Y
3126034	장흥면	Y
3126051	양주1동	Y
3126052	양주2동	Y
3126053	회천1동	Y
3126054	회천2동	Y
3126055	회천3동	Y
3126056	회천4동	Y
31270	포천시	Y
3127011	소흘읍	Y
3127031	군내면	Y
3127032	내촌면	Y
3127033	가산면	Y
3127034	신북면	Y
3127035	창수면	Y
3127036	영중면	Y
3127037	일동면	Y
3127038	이동면	Y
3127039	영북면	Y
3127040	관인면	Y
3127041	화현면	Y
3127051	포천동	Y
3127052	선단동	Y
31280	여주시	Y
3128051	여흥동	Y
3128052	중앙동	Y
3128053	오학동	Y
3128031	점동면	Y
3128011	가남읍	Y
3128032	능서면	Y
3128033	흥천면	Y
3128034	금사면	Y
3128035	산북면	Y
3128036	대신면	Y
3128037	북내면	Y
3128038	강천면	Y
31350	연천군	Y
3135011	연천읍	Y
3135012	전곡읍	Y
3135031	군남면	Y
3135032	청산면	Y
3135033	백학면	Y
3135034	미산면	Y
3135035	왕징면	Y
3135036	신서면	Y
3135037	중면	Y
3135038	장남면	Y
31370	가평군	Y
3137011	가평읍	Y
3137031	설악면	Y
3137032	청평면	Y
3137033	상면	Y
3137036	조종면	Y
3137035	북면	Y
31380	양평군	Y
3138011	양평읍	Y
3138031	강상면	Y
3138032	강하면	Y
3138033	양서면	Y
3138034	옥천면	Y
3138035	서종면	Y
3138036	단월면	Y
3138037	청운면	Y
3138038	양동면	Y
3138039	지평면	Y
3138040	용문면	Y
3138041	개군면	Y
32	강원도	Y
32010	춘천시	Y
3201011	신북읍	Y
3201031	동면	Y
3201032	동산면	Y
3201033	신동면	Y
3201034	동내면	Y
3201035	남면	Y
3201036	남산면	Y
3201037	서면	Y
3201038	사북면	Y
3201039	북산면	Y
3201052	교동	Y
3201053	조운동	Y
3201054	약사명동	Y
3201057	근화동	Y
3201058	소양동	Y
3201060	후평1동	Y
3201061	후평2동	Y
3201062	후평3동	Y
3201063	효자1동	Y
3201064	효자2동	Y
3201065	효자3동	Y
3201066	석사동	Y
3201067	퇴계동	Y
3201068	강남동	Y
3201071	신사우동	Y
32020	원주시	Y
3202011	문막읍	Y
3202031	소초면	Y
3202032	호저면	Y
3202033	지정면	Y
3202034	부론면	Y
3202035	귀래면	Y
3202036	흥업면	Y
3202037	판부면	Y
3202038	신림면	Y
3202051	중앙동	Y
3202052	원인동	Y
3202053	개운동	Y
3202054	명륜1동	Y
3202055	명륜2동	Y
3202056	단구동	Y
3202057	일산동	Y
3202058	학성동	Y
3202060	단계동	Y
3202061	우산동	Y
3202062	태장1동	Y
3202063	태장2동	Y
3202064	봉산동	Y
3202066	행구동	Y
3202067	무실동	Y
3202068	반곡관설동	Y
32030	강릉시	Y
3203011	주문진읍	Y
3203031	성산면	Y
3203032	왕산면	Y
3203033	구정면	Y
3203034	강동면	Y
3203035	옥계면	Y
3203036	사천면	Y
3203037	연곡면	Y
3203051	홍제동	Y
3203052	중앙동	Y
3203054	옥천동	Y
3203055	교1동	Y
3203056	교2동	Y
3203057	포남1동	Y
3203058	포남2동	Y
3203059	초당동	Y
3203060	송정동	Y
3203061	내곡동	Y
3203062	강남동	Y
3203065	성덕동	Y
3203067	경포동	Y
32040	동해시	Y
3204051	천곡동	Y
3204052	송정동	Y
3204053	북삼동	Y
3204054	부곡동	Y
3204055	동호동	Y
3204057	발한동	Y
3204059	묵호동	Y
3204060	북평동	Y
3204063	망상동	Y
3204065	삼화동	Y
32050	태백시	Y
3205051	황지동	Y
3205052	황연동	Y
3205053	삼수동	Y
3205054	상장동	Y
3205055	구문소동	Y
3205056	장성동	Y
3205058	철암동	Y
3205062	문곡소도동	Y
32060	속초시	Y
3206051	영랑동	Y
3206052	동명동	Y
3206054	금호동	Y
3206056	교동	Y
3206057	노학동	Y
3206058	조양동	Y
3206059	청호동	Y
3206060	대포동	Y
32070	삼척시	Y
3207011	도계읍	Y
3207012	원덕읍	Y
3207031	근덕면	Y
3207032	하장면	Y
3207033	노곡면	Y
3207034	미로면	Y
3207035	가곡면	Y
3207036	신기면	Y
3207051	남양동	Y
3207052	성내동	Y
3207053	교동	Y
3207054	정라동	Y
32310	홍천군	Y
3231011	홍천읍	Y
3231031	화촌면	Y
3231032	두촌면	Y
3231033	내촌면	Y
3231034	서석면	Y
3231035	동면	Y
3231036	남면	Y
3231037	서면	Y
3231038	북방면	Y
3231039	내면	Y
32320	횡성군	Y
3232011	횡성읍	Y
3232031	우천면	Y
3232032	안흥면	Y
3232033	둔내면	Y
3232034	갑천면	Y
3232035	청일면	Y
3232036	공근면	Y
3232037	서원면	Y
3232038	강림면	Y
32330	영월군	Y
3233011	영월읍	Y
3233012	상동읍	Y
3233031	중동면	Y
3233038	김삿갓면	Y
3233033	북면	Y
3233034	남면	Y
3233039	한반도면	Y
3233036	주천면	Y
3233040	무릉도원면	Y
32340	평창군	Y
3234011	평창읍	Y
3234031	미탄면	Y
3234032	방림면	Y
3234033	대화면	Y
3234034	봉평면	Y
3234035	용평면	Y
3234036	진부면	Y
3234037	대관령면	Y
32350	정선군	Y
3235011	정선읍	Y
3235012	고한읍	Y
3235013	사북읍	Y
3235014	신동읍	Y
3235036	화암면	Y
3235032	남면	Y
3235037	여량면	Y
3235034	북평면	Y
3235035	임계면	Y
32360	철원군	Y
3236011	철원읍	Y
3236012	김화읍	Y
3236013	갈말읍	Y
3236014	동송읍	Y
3236021	근북면	Y
3236026	근동면	Y
3236027	원동면	Y
3236028	원남면	Y
3236029	임남면	Y
3236031	서면	Y
3236032	근남면	Y
32370	화천군	Y
3237011	화천읍	Y
3237031	간동면	Y
3237032	하남면	Y
3237033	상서면	Y
3237034	사내면	Y
32380	양구군	Y
3238011	양구읍	Y
3238035	국토정중앙면	Y
3238032	동면	Y
3238033	방산면	Y
3238034	해안면	Y
32390	인제군	Y
3239011	인제읍	Y
3239031	남면	Y
3239032	북면	Y
3239033	기린면	Y
3239034	서화면	Y
3239035	상남면	Y
32400	고성군	Y
3240011	간성읍	Y
3240012	거진읍	Y
3240026	수동면	Y
3240031	현내면	Y
3240032	죽왕면	Y
3240033	토성면	Y
32410	양양군	Y
3241011	양양읍	Y
3241031	서면	Y
3241032	손양면	Y
3241033	현북면	Y
3241034	현남면	Y
3241035	강현면	Y
33	충청북도	Y
33040	청주시	Y
33041	상당구	Y
3304151	중앙동	Y
3304152	성안동	Y
3304153	탑·대성동	Y
3304154	영운동	Y
3304155	금천동	Y
3304156	용담·명암·산성동	Y
3304157	용암1동	Y
3304158	용암2동	Y
3304131	낭성면	Y
3304132	미원면	Y
3304133	가덕면	Y
3304134	남일면	Y
3304135	문의면	Y
33042	서원구	Y
3304251	사직1동	Y
3304252	사직2동	Y
3304253	사창동	Y
3304254	모충동	Y
3304231	남이면	Y
3304232	현도면	Y
33043	흥덕구	Y
3304351	운천·신봉동	Y
3304255	산남동	Y
3304256	분평동	Y
3304257	수곡1동	Y
3304258	수곡2동	Y
3304259	성화·개신·죽림동	Y
3304352	복대1동	Y
3304353	복대2동	Y
3304354	가경동	Y
3304355	봉명1동	Y
3304356	봉명2·송정동	Y
3304357	강서1동	Y
3304358	강서2동	Y
3304311	오송읍	Y
3304331	강내면	Y
3304332	옥산면	Y
33044	청원구	Y
3304451	오근장동	Y
3304452	우암동	Y
3304453	내덕1동	Y
3304454	내덕2동	Y
3304455	율량·사천동	Y
3304411	내수읍	Y
3304412	오창읍	Y
3304431	북이면	Y
33020	충주시	Y
3302011	주덕읍	Y
3302031	살미면	Y
3302032	수안보면	Y
3302034	신니면	Y
3302035	노은면	Y
3302036	앙성면	Y
3302044	중앙탑면	Y
3302038	금가면	Y
3302039	동량면	Y
3302040	산척면	Y
3302041	엄정면	Y
3302042	소태면	Y
3302043	대소원면	Y
3302051	성내·충인동	Y
3302053	교현·안림동	Y
3302054	교현2동	Y
3302055	용산동	Y
3302056	지현동	Y
3302057	문화동	Y
3302058	호암·직동	Y
3302060	달천동	Y
3302061	봉방동	Y
3302062	칠금·금릉동	Y
3302063	연수동	Y
3302064	목행·용탄동	Y
33030	제천시	Y
3303011	봉양읍	Y
3303031	금성면	Y
3303032	청풍면	Y
3303033	수산면	Y
3303034	덕산면	Y
3303035	한수면	Y
3303036	백운면	Y
3303037	송학면	Y
3303051	교동	Y
3303073	의림지동	Y
3303074	중앙동	Y
3303074	중앙동	Y
3303074	중앙동	Y
3303070	남현동	Y
3303072	신백동	Y
3303071	영서동	Y
3303056	용두동	Y
3303059	청전동	Y
3303060	화산동	Y
33320	보은군	Y
3332011	보은읍	Y
3332031	속리산면	Y
3332032	장안면	Y
3332033	마로면	Y
3332034	탄부면	Y
3332035	삼승면	Y
3332036	수한면	Y
3332037	회남면	Y
3332038	회인면	Y
3332039	내북면	Y
3332040	산외면	Y
33330	옥천군	Y
3333011	옥천읍	Y
3333031	동이면	Y
3333032	안남면	Y
3333033	안내면	Y
3333034	청성면	Y
3333035	청산면	Y
3333036	이원면	Y
3333037	군서면	Y
3333038	군북면	Y
33340	영동군	Y
3334011	영동읍	Y
3334031	용산면	Y
3334032	황간면	Y
3334033	추풍령면	Y
3334034	매곡면	Y
3334035	상촌면	Y
3334036	양강면	Y
3334037	용화면	Y
3334038	학산면	Y
3334039	양산면	Y
3334040	심천면	Y
33350	진천군	Y
3335011	진천읍	Y
3335012	덕산읍	Y
3335032	초평면	Y
3335033	문백면	Y
3335034	백곡면	Y
3335035	이월면	Y
