행정코드	행정구역명	여부
3335036	광혜원면	Y
33360	괴산군	Y
3336011	괴산읍	Y
3336031	감물면	Y
3336032	장연면	Y
3336033	연풍면	Y
3336034	칠성면	Y
3336035	문광면	Y
3336036	청천면	Y
3336037	청안면	Y
3336038	사리면	Y
3336039	소수면	Y
3336040	불정면	Y
33370	음성군	Y
3337011	음성읍	Y
3337012	금왕읍	Y
3337031	소이면	Y
3337032	원남면	Y
3337033	맹동면	Y
3337034	대소면	Y
3337035	삼성면	Y
3337036	생극면	Y
3337037	감곡면	Y
33380	단양군	Y
3338011	단양읍	Y
3338012	매포읍	Y
3338031	단성면	Y
3338032	대강면	Y
3338033	가곡면	Y
3338034	영춘면	Y
3338035	어상천면	Y
3338036	적성면	Y
33390	증평군	Y
3339014	증평읍	Y
3339014	증평읍	Y
3339031	도안면	Y
34	충청남도	Y
34010	천안시	Y
34011	동남구	Y
3401111	목천읍	Y
3401131	풍세면	Y
3401132	광덕면	Y
3401133	북면	Y
3401134	성남면	Y
3401135	수신면	Y
3401136	병천면	Y
3401137	동면	Y
3401151	중앙동	Y
3401151	중앙동	Y
3401152	문성동	Y
3401153	원성1동	Y
3401154	원성2동	Y
3401155	봉명동	Y
3401156	일봉동	Y
3401157	신방동	Y
3401158	청룡동	Y
3401159	신안동	Y
34012	서북구	Y
3401211	성환읍	Y
3401212	성거읍	Y
3401213	직산읍	Y
3401231	입장면	Y
3401251	성정1동	Y
3401252	성정2동	Y
3401253	쌍용1동	Y
3401254	쌍용2동	Y
3401255	쌍용3동	Y
3401258	백석동	Y
3401259	불당동	Y
3401260	부성1동	Y
3401261	부성2동	Y
34020	공주시	Y
3402011	유구읍	Y
3402031	이인면	Y
3402032	탄천면	Y
3402033	계룡면	Y
3402034	반포면	Y
3402036	의당면	Y
3402037	정안면	Y
3402038	우성면	Y
3402039	사곡면	Y
3402040	신풍면	Y
3402051	중학동	Y
3402058	웅진동	Y
3402059	월송동	Y
3402058	웅진동	Y
3402055	금학동	Y
3402056	옥룡동	Y
3402057	신관동	Y
34030	보령시	Y
3403011	웅천읍	Y
3403031	주포면	Y
3403032	주교면	Y
3403033	오천면	Y
3403034	천북면	Y
3403035	청소면	Y
3403036	청라면	Y
3403037	남포면	Y
3403038	주산면	Y
3403039	미산면	Y
3403040	성주면	Y
3403051	대천1동	Y
3403052	대천2동	Y
3403053	대천3동	Y
3403054	대천4동	Y
3403056	대천5동	Y
34040	아산시	Y
3404011	염치읍	Y
3404031	송악면	Y
3404012	배방읍	Y
3404033	탕정면	Y
3404034	음봉면	Y
3404035	둔포면	Y
3404036	영인면	Y
3404037	인주면	Y
3404038	선장면	Y
3404039	도고면	Y
3404040	신창면	Y
3404051	온양1동	Y
3404052	온양2동	Y
3404053	온양3동	Y
3404054	온양4동	Y
3404055	온양5동	Y
3404056	온양6동	Y
34050	서산시	Y
3405011	대산읍	Y
3405031	인지면	Y
3405032	부석면	Y
3405033	팔봉면	Y
3405034	지곡면	Y
3405035	성연면	Y
3405036	음암면	Y
3405037	운산면	Y
3405038	해미면	Y
3405039	고북면	Y
3405051	부춘동	Y
3405052	동문1동	Y
3405053	동문2동	Y
3405054	수석동	Y
3405055	석남동	Y
34060	논산시	Y
3406011	강경읍	Y
3406012	연무읍	Y
3406031	성동면	Y
3406032	광석면	Y
3406033	노성면	Y
3406034	상월면	Y
3406035	부적면	Y
3406036	연산면	Y
3406037	벌곡면	Y
3406038	양촌면	Y
3406039	가야곡면	Y
3406040	은진면	Y
3406041	채운면	Y
3406051	취암동	Y
3406052	부창동	Y
34070	계룡시	Y
3407031	두마면	Y
3407033	엄사면	Y
3407051	금암동	Y
3407034	신도안면	Y
34310	금산군	Y
3431011	금산읍	Y
3431031	금성면	Y
3431032	제원면	Y
3431033	부리면	Y
3431034	군북면	Y
3431035	남일면	Y
3431036	남이면	Y
3431037	진산면	Y
3431038	복수면	Y
3431039	추부면	Y
34330	부여군	Y
3433011	부여읍	Y
3433031	규암면	Y
3433032	은산면	Y
3433033	외산면	Y
3433034	내산면	Y
3433035	구룡면	Y
3433036	홍산면	Y
3433037	옥산면	Y
3433038	남면	Y
3433039	충화면	Y
3433040	양화면	Y
3433041	임천면	Y
3433042	장암면	Y
3433043	세도면	Y
3433044	석성면	Y
3433045	초촌면	Y
34340	서천군	Y
3434011	장항읍	Y
3434012	서천읍	Y
3434031	마서면	Y
3434032	화양면	Y
3434033	기산면	Y
3434034	한산면	Y
3434035	마산면	Y
3434036	시초면	Y
3434037	문산면	Y
3434038	판교면	Y
3434039	종천면	Y
3434040	비인면	Y
3434041	서면	Y
34350	청양군	Y
3435011	청양읍	Y
3435031	운곡면	Y
3435032	대치면	Y
3435033	정산면	Y
3435034	목면	Y
3435035	청남면	Y
3435036	장평면	Y
3435037	남양면	Y
3435038	화성면	Y
3435039	비봉면	Y
34360	홍성군	Y
3436011	홍성읍	Y
3436012	광천읍	Y
3436013	홍북읍	Y
3436032	금마면	Y
3436033	홍동면	Y
3436034	장곡면	Y
3436035	은하면	Y
3436036	결성면	Y
3436037	서부면	Y
3436038	갈산면	Y
3436039	구항면	Y
34370	예산군	Y
3437011	예산읍	Y
3437012	삽교읍	Y
3437031	대술면	Y
3437032	신양면	Y
3437033	광시면	Y
3437034	대흥면	Y
3437035	응봉면	Y
3437036	덕산면	Y
3437037	봉산면	Y
3437038	고덕면	Y
3437039	신암면	Y
3437040	오가면	Y
34380	태안군	Y
3438011	태안읍	Y
3438012	안면읍	Y
3438031	고남면	Y
3438032	남면	Y
3438033	근흥면	Y
3438034	소원면	Y
3438035	원북면	Y
3438036	이원면	Y
34080	당진시	Y
3408051	당진1동	Y
3408052	당진2동	Y
3408053	당진3동	Y
3408011	합덕읍	Y
3408012	송악읍	Y
3408031	고대면	Y
3408032	석문면	Y
3408033	대호지면	Y
3408034	정미면	Y
3408035	면천면	Y
3408036	순성면	Y
3408037	우강면	Y
3408038	신평면	Y
3408039	송산면	Y
35	전라북도	Y
35010	전주시	Y
35011	완산구	Y
3501174	중앙동	Y
3501174	중앙동	Y
3501175	풍남동	Y
3501175	풍남동	Y
3501176	노송동	Y
3501176	노송동	Y
3501176	노송동	Y
3501176	노송동	Y
3501177	완산동	Y
3501177	완산동	Y
3501160	동서학동	Y
3501161	서서학동	Y
3501162	중화산1동	Y
3501163	중화산2동	Y
3501164	평화1동	Y
3501165	평화2동	Y
3501166	서신동	Y
3501167	삼천1동	Y
3501168	삼천2동	Y
3501169	삼천3동	Y
3501170	효자1동	Y
3501171	효자2동	Y
3501172	효자3동	Y
3501178	효자4동	Y
3501179	효자5동	Y
35012	덕진구	Y
3501269	진북동	Y
3501269	진북동	Y
3501254	인후1동	Y
3501255	인후2동	Y
3501256	인후3동	Y
3501257	덕진동	Y
3501258	금암1동	Y
3501259	금암2동	Y
3501260	팔복동	Y
3501261	우아1동	Y
3501262	우아2동	Y
3501263	호성동	Y
3501265	송천1동	Y
3501266	송천2동	Y
3501267	조촌동	Y
3501271	여의동	Y
3501270	혁신동	Y
35020	군산시	Y
3502011	옥구읍	Y
3502031	옥산면	Y
3502032	회현면	Y
3502033	임피면	Y
3502034	서수면	Y
3502035	대야면	Y
3502036	개정면	Y
3502037	성산면	Y
3502038	나포면	Y
3502039	옥도면	Y
3502040	옥서면	Y
3502051	해신동	Y
3502053	월명동	Y
3502053	월명동	Y
3502056	삼학동	Y
3502056	삼학동	Y
3502055	신풍동	Y
3502060	중앙동	Y
3502064	흥남동	Y
3502064	흥남동	Y
3502065	조촌동	Y
3502066	경암동	Y
3502067	구암동	Y
3502068	개정동	Y
3502069	수송동	Y
3502070	나운1동	Y
3502071	나운2동	Y
3502074	나운3동	Y
3502072	소룡동	Y
3502073	미성동	Y
35030	익산시	Y
3503011	함열읍	Y
3503031	오산면	Y
3503032	황등면	Y
3503033	함라면	Y
3503034	웅포면	Y
3503035	성당면	Y
3503036	용안면	Y
3503037	낭산면	Y
3503038	망성면	Y
3503039	여산면	Y
3503040	금마면	Y
3503041	왕궁면	Y
3503042	춘포면	Y
3503043	삼기면	Y
3503044	용동면	Y
3503051	중앙동	Y
3503053	평화동	Y
3503055	인화동	Y
3503057	동산동	Y
3503058	마동	Y
3503059	남중동	Y
3503061	모현동	Y
3503062	송학동	Y
3503065	신동	Y
3503066	영등1동	Y
3503069	팔봉동	Y
3503070	삼성동	Y
3503071	영등2동	Y
3503072	어양동	Y
35040	정읍시	Y
3504011	신태인읍	Y
3504031	북면	Y
3504032	입암면	Y
3504033	소성면	Y
3504034	고부면	Y
3504035	영원면	Y
3504036	덕천면	Y
3504037	이평면	Y
3504038	정우면	Y
3504039	태인면	Y
3504040	감곡면	Y
3504041	옹동면	Y
3504042	칠보면	Y
3504043	산내면	Y
3504044	산외면	Y
3504051	수성동	Y
3504052	장명동	Y
3504053	내장상동	Y
3504054	시기동	Y
3504060	초산동	Y
3504057	연지동	Y
3504058	농소동	Y
3504059	상교동	Y
35050	남원시	Y
3505011	운봉읍	Y
3505031	주천면	Y
3505032	수지면	Y
3505033	송동면	Y
3505034	주생면	Y
3505035	금지면	Y
3505036	대강면	Y
3505037	대산면	Y
3505038	사매면	Y
3505039	덕과면	Y
3505040	보절면	Y
3505041	산동면	Y
3505042	이백면	Y
3505043	인월면	Y
3505044	아영면	Y
3505045	산내면	Y
3505051	동충동	Y
3505052	죽항동	Y
3505054	노암동	Y
3505055	금동	Y
3505056	왕정동	Y
3505057	향교동	Y
3505059	도통동	Y
35060	김제시	Y
3506011	만경읍	Y
3506031	죽산면	Y
3506032	백산면	Y
3506033	용지면	Y
3506034	백구면	Y
3506035	부량면	Y
3506036	공덕면	Y
3506037	청하면	Y
3506038	성덕면	Y
3506039	진봉면	Y
3506040	금구면	Y
3506041	봉남면	Y
3506042	황산면	Y
3506043	금산면	Y
3506044	광활면	Y
3506051	요촌동	Y
3506052	신풍동	Y
3506054	검산동	Y
3506058	교월동	Y
35310	완주군	Y
3531011	삼례읍	Y
3531012	봉동읍	Y
3531013	용진읍	Y
3531032	상관면	Y
3531033	이서면	Y
3531034	소양면	Y
3531035	구이면	Y
3531036	고산면	Y
3531037	비봉면	Y
3531038	운주면	Y
3531039	화산면	Y
3531040	동상면	Y
3531041	경천면	Y
35320	진안군	Y
3532011	진안읍	Y
3532031	용담면	Y
3532032	안천면	Y
3532033	동향면	Y
3532034	상전면	Y
3532035	백운면	Y
3532036	성수면	Y
3532037	마령면	Y
3532038	부귀면	Y
3532039	정천면	Y
3532040	주천면	Y
35330	무주군	Y
3533011	무주읍	Y
3533031	무풍면	Y
3533032	설천면	Y
3533033	적상면	Y
3533034	안성면	Y
3533035	부남면	Y
35340	장수군	Y
3534011	장수읍	Y
3534031	산서면	Y
3534032	번암면	Y
3534033	장계면	Y
3534034	천천면	Y
3534035	계남면	Y
3534036	계북면	Y
35350	임실군	Y
3535011	임실읍	Y
3535031	청웅면	Y
3535032	운암면	Y
3535033	신평면	Y
3535034	성수면	Y
3535035	오수면	Y
3535036	신덕면	Y
3535037	삼계면	Y
3535038	관촌면	Y
3535039	강진면	Y
3535040	덕치면	Y
3535041	지사면	Y
35360	순창군	Y
3536011	순창읍	Y
3536031	인계면	Y
3536032	동계면	Y
3536033	적성면	Y
3536034	유등면	Y
3536035	풍산면	Y
3536036	금과면	Y
3536037	팔덕면	Y
3536038	복흥면	Y
3536039	쌍치면	Y
3536040	구림면	Y
35370	고창군	Y
3537011	고창읍	Y
3537031	고수면	Y
3537032	아산면	Y
3537033	무장면	Y
3537034	공음면	Y
3537035	상하면	Y
3537036	해리면	Y
3537037	성송면	Y
3537038	대산면	Y
3537039	심원면	Y
3537040	흥덕면	Y
3537041	성내면	Y
3537042	신림면	Y
3537043	부안면	Y
35380	부안군	Y
3538011	부안읍	Y
3538031	주산면	Y
3538032	동진면	Y
3538033	행안면	Y
3538034	계화면	Y
3538035	보안면	Y
3538036	변산면	Y
3538037	진서면	Y
3538038	백산면	Y
3538039	상서면	Y
3538040	하서면	Y
3538041	줄포면	Y
3538042	위도면	Y
36	전라남도	Y
36010	목포시	Y
3601051	용당1동	Y
3601051	용당1동	Y
3601052	용당2동	Y
3601053	연동	Y
3601055	산정동	Y
3601056	연산동	Y
3601057	원산동	Y
3601058	대성동	Y
3601058	대성동	Y
3601060	목원동	Y
3601060	목원동	Y
3601062	동명동	Y
3601063	삼학동	Y
3601064	만호동	Y
3601065	유달동	Y
3601065	유달동	Y
3601067	죽교동	Y
3601068	북항동	Y
3601069	용해동	Y
3601070	이로동	Y
3601071	상동	Y
3601072	하당동	Y
3601073	신흥동	Y
3601074	삼향동	Y
3601075	옥암동	Y
3601076	부흥동	Y
3601077	부주동	Y
36020	여수시	Y
3602011	돌산읍	Y
3602031	소라면	Y
3602032	율촌면	Y
3602033	화양면	Y
3602034	남면	Y
3602035	화정면	Y
3602036	삼산면	Y
3602051	동문동	Y
3602052	한려동	Y
3602053	중앙동	Y
3602054	충무동	Y
3602055	광림동	Y
3602056	서강동	Y
3602057	대교동	Y
3602058	국동	Y
3602059	월호동	Y
3602060	여서동	Y
3602061	문수동	Y
3602062	미평동	Y
3602063	둔덕동	Y
3602064	만덕동	Y
3602065	쌍봉동	Y
3602066	시전동	Y
3602067	여천동	Y
3602068	주삼동	Y
3602069	삼일동	Y
3602069	삼일동	Y
3602070	묘도동	Y
36030	순천시	Y
3603011	승주읍	Y
3603031	주암면	Y
3603032	송광면	Y
3603033	외서면	Y
3603034	낙안면	Y
3603035	별량면	Y
3603036	상사면	Y
3603037	해룡면	Y
3603038	서면	Y
3603039	황전면	Y
3603040	월등면	Y
3603051	향동	Y
3603054	매곡동	Y
3603055	삼산동	Y
3603056	조곡동	Y
3603057	덕연동	Y
3603058	풍덕동	Y
3603059	남제동	Y
3603060	저전동	Y
3603061	장천동	Y
3603062	중앙동	Y
3603063	도사동	Y
3603066	왕조1동	Y
3603067	왕조2동	Y
36040	나주시	Y
3604011	남평읍	Y
3604031	세지면	Y
3604032	왕곡면	Y
3604033	반남면	Y
3604034	공산면	Y
3604035	동강면	Y
3604036	다시면	Y
3604037	문평면	Y
3604038	노안면	Y
3604039	금천면	Y
3604040	산포면	Y
3604041	다도면	Y
3604042	봉황면	Y
3604051	송월동	Y
3604052	영강동	Y
3604054	금남동	Y
3604055	성북동	Y
3604058	영산동	Y
3604060	이창동	Y
3604061	빛가람동	Y
36060	광양시	Y
3606011	광양읍	Y
3606031	봉강면	Y
3606032	옥룡면	Y
3606033	옥곡면	Y
3606034	진상면	Y
3606035	진월면	Y
3606036	다압면	Y
3606051	골약동	Y
3606053	중마동	Y
3606054	광영동	Y
3606055	태인동	Y
3606056	금호동	Y
36310	담양군	Y
3631011	담양읍	Y
3631031	봉산면	Y
3631032	고서면	Y
3631042	가사문학면	Y
3631034	창평면	Y
3631035	대덕면	Y
3631036	무정면	Y
3631037	금성면	Y
3631038	용면	Y
3631039	월산면	Y
3631040	수북면	Y
3631041	대전면	Y
36320	곡성군	Y
3632011	곡성읍	Y
3632031	오곡면	Y
3632032	삼기면	Y
3632033	석곡면	Y
3632034	목사동면	Y
3632035	죽곡면	Y
3632036	고달면	Y
3632037	옥과면	Y
3632038	입면	Y
3632039	겸면	Y
3632040	오산면	Y
36330	구례군	Y
3633011	구례읍	Y
3633031	문척면	Y
3633032	간전면	Y
3633033	토지면	Y
3633034	마산면	Y
3633035	광의면	Y
3633036	용방면	Y
3633037	산동면	Y
36350	고흥군	Y
3635011	고흥읍	Y
3635012	도양읍	Y
3635031	풍양면	Y
3635032	도덕면	Y
3635033	금산면	Y
3635034	도화면	Y
3635035	포두면	Y
3635036	봉래면	Y
3635037	동일면	Y
3635038	점암면	Y
3635039	영남면	Y
3635040	과역면	Y
3635041	남양면	Y
3635042	동강면	Y
3635043	대서면	Y
3635044	두원면	Y
36360	보성군	Y
3636011	보성읍	Y
3636012	벌교읍	Y
3636031	노동면	Y
3636032	미력면	Y
3636033	겸백면	Y
3636034	율어면	Y
3636035	복내면	Y
3636036	문덕면	Y
3636037	조성면	Y
3636038	득량면	Y
3636039	회천면	Y
3636040	웅치면	Y
36370	화순군	Y
3637011	화순읍	Y
3637031	한천면	Y
3637032	춘양면	Y
3637033	청풍면	Y
3637034	이양면	Y
3637035	능주면	Y
3637036	도곡면	Y
3637037	도암면	Y
3637038	이서면	Y
3637043	백아면	Y
3637040	동복면	Y
3637044	사평면	Y
3637042	동면	Y
36380	장흥군	Y
3638011	장흥읍	Y
3638012	관산읍	Y
3638013	대덕읍	Y
3638031	용산면	Y
3638032	안양면	Y
3638033	장동면	Y
3638034	장평면	Y
3638035	유치면	Y
3638036	부산면	Y
3638037	회진면	Y
36390	강진군	Y
3639011	강진읍	Y
3639031	군동면	Y
3639032	칠량면	Y
3639033	대구면	Y
3639034	마량면	Y
3639035	도암면	Y
3639036	신전면	Y
3639037	성전면	Y
3639038	작천면	Y
3639039	병영면	Y
3639040	옴천면	Y
36400	해남군	Y
3640011	해남읍	Y
3640031	삼산면	Y
3640032	화산면	Y
3640033	현산면	Y
3640034	송지면	Y
3640035	북평면	Y
3640036	북일면	Y
3640037	옥천면	Y
3640038	계곡면	Y
3640039	마산면	Y
3640040	황산면	Y
3640041	산이면	Y
3640042	문내면	Y
3640043	화원면	Y
36410	영암군	Y
3641011	영암읍	Y
3641012	삼호읍	Y
3641031	덕진면	Y
3641032	금정면	Y
3641033	신북면	Y
3641034	시종면	Y
3641035	도포면	Y
3641036	군서면	Y
3641037	서호면	Y
3641038	학산면	Y
3641039	미암면	Y
36420	무안군	Y
3642011	무안읍	Y
3642012	일로읍	Y
3642013	삼향읍	Y
3642032	몽탄면	Y
3642033	청계면	Y
3642034	현경면	Y
3642035	망운면	Y
3642036	해제면	Y
3642037	운남면	Y
36430	함평군	Y
3643011	함평읍	Y
3643031	손불면	Y
3643032	신광면	Y
3643033	학교면	Y
3643034	엄다면	Y
3643035	대동면	Y
3643036	나산면	Y
3643037	해보면	Y
3643038	월야면	Y
36440	영광군	Y
3644011	영광읍	Y
3644012	백수읍	Y
3644013	홍농읍	Y
3644031	대마면	Y
3644032	묘량면	Y
3644033	불갑면	Y
3644034	군서면	Y
3644035	군남면	Y
3644036	염산면	Y
3644037	법성면	Y
3644038	낙월면	Y
36450	장성군	Y
3645011	장성읍	Y
3645031	진원면	Y
3645032	남면	Y
3645033	동화면	Y
3645034	삼서면	Y
3645035	삼계면	Y
3645036	황룡면	Y
3645037	서삼면	Y
3645038	북일면	Y
3645039	북이면	Y
3645040	북하면	Y
36460	완도군	Y
3646011	완도읍	Y
3646012	금일읍	Y
3646013	노화읍	Y
3646031	군외면	Y
3646032	신지면	Y
3646033	고금면	Y
3646034	약산면	Y
3646035	청산면	Y
3646036	소안면	Y
3646037	금당면	Y
3646038	보길면	Y
3646039	생일면	Y
36470	진도군	Y
3647011	진도읍	Y
3647031	군내면	Y
3647032	고군면	Y
3647033	의신면	Y
3647034	임회면	Y
3647035	지산면	Y
3647036	조도면	Y
36480	신안군	Y
3648011	지도읍	Y
3648012	압해읍	Y
3648031	증도면	Y
3648032	임자면	Y
3648033	자은면	Y
3648034	비금면	Y
3648035	도초면	Y
3648036	흑산면	Y
3648037	하의면	Y
3648038	신의면	Y
3648039	장산면	Y
3648040	안좌면	Y
3648041	팔금면	Y
3648042	암태면	Y
37	경상북도	Y
37010	포항시	Y
37011	남구	Y
3701111	구룡포읍	Y
3701112	연일읍	Y
3701113	오천읍	Y
3701131	대송면	Y
3701132	동해면	Y
3701133	장기면	Y
3701135	호미곶면	Y
3701160	상대동	Y
3701160	상대동	Y
3701161	해도동	Y
3701161	해도동	Y
3701155	송도동	Y
3701156	청림동	Y
3701157	제철동	Y
3701158	효곡동	Y
3701159	대이동	Y
37012	북구	Y
3701211	흥해읍	Y
3701231	신광면	Y
3701232	청하면	Y
3701233	송라면	Y
3701234	기계면	Y
3701235	죽장면	Y
3701236	기북면	Y
3701267	중앙동	Y
3701267	중앙동	Y
3701258	양학동	Y
3701268	죽도동	Y
3701268	죽도동	Y
3701261	용흥동	Y
3701263	우창동	Y
3701264	두호동	Y
3701265	장량동	Y
3701266	환여동	Y
37020	경주시	Y
3702011	감포읍	Y
3702012	안강읍	Y
3702013	건천읍	Y
3702014	외동읍	Y
3702031	양북면	Y
3702032	양남면	Y
3702033	내남면	Y
3702034	산내면	Y
3702035	서면	Y
3702036	현곡면	Y
3702037	강동면	Y
3702038	천북면	Y
3702051	중부동	Y
3702068	황오동	Y
3702068	황오동	Y
3702055	성건동	Y
3702069	황남동	Y
3702069	황남동	Y
3702058	월성동	Y
3702059	선도동	Y
3702062	용강동	Y
3702063	황성동	Y
3702064	동천동	Y
3702066	불국동	Y
3702067	보덕동	Y
37030	김천시	Y
3703011	아포읍	Y
3703031	농소면	Y
3703032	남면	Y
3703033	개령면	Y
3703034	감문면	Y
3703035	어모면	Y
3703036	봉산면	Y
3703037	대항면	Y
3703038	감천면	Y
3703039	조마면	Y
3703040	구성면	Y
3703041	지례면	Y
3703042	부항면	Y
3703043	대덕면	Y
3703044	증산면	Y
3703060	자산동	Y
3703061	평화남산동	Y
3703061	평화남산동	Y
3703061	평화남산동	Y
3703055	양금동	Y
3703056	대신동	Y
3703058	대곡동	Y
3703059	지좌동	Y
3703062	율곡동	Y
37040	안동시	Y
3704011	풍산읍	Y
3704031	와룡면	Y
3704032	북후면	Y
3704033	서후면	Y
3704034	풍천면	Y
3704035	일직면	Y
3704036	남후면	Y
3704037	남선면	Y
3704038	임하면	Y
3704039	길안면	Y
3704040	임동면	Y
3704041	예안면	Y
3704042	도산면	Y
3704043	녹전면	Y
3704051	중구동	Y
3704052	명륜동	Y
3704054	용상동	Y
3704062	서구동	Y
3704056	태화동	Y
3704058	평화동	Y
3704059	안기동	Y
3704060	옥동	Y
3704061	송하동	Y
3704063	강남동	Y
37050	구미시	Y
3705011	선산읍	Y
3705012	고아읍	Y
3705013	산동읍	Y
3705031	무을면	Y
3705032	옥성면	Y
3705033	도개면	Y
3705034	해평면	Y
3705036	장천면	Y
3705051	송정동	Y
3705052	원평1동	Y
3705053	원평2동	Y
3705053	원평2동	Y
3705055	도량동	Y
3705056	지산동	Y
3705057	선주원남동	Y
3705057	선주원남동	Y
3705059	형곡1동	Y
3705060	형곡2동	Y
3705061	신평1동	Y
3705062	신평2동	Y
3705073	비산동	Y
3705074	공단동	Y
3705066	광평동	Y
3705067	상모사곡동	Y
3705067	상모사곡동	Y
3705069	임오동	Y
3705070	인동동	Y
3705071	진미동	Y
3705072	양포동	Y
37060	영주시	Y
3706011	풍기읍	Y
3706031	이산면	Y
3706032	평은면	Y
3706033	문수면	Y
3706034	장수면	Y
3706035	안정면	Y
3706036	봉현면	Y
3706037	순흥면	Y
3706038	단산면	Y
3706039	부석면	Y
3706051	상망동	Y
3706053	하망동	Y
3706055	영주1동	Y
3706058	영주2동	Y
3706059	휴천1동	Y
3706060	휴천2동	Y
3706061	휴천3동	Y
3706062	가흥1동	Y
3706063	가흥2동	Y
37070	영천시	Y
3707011	금호읍	Y
3707031	청통면	Y
3707032	신녕면	Y
3707033	화산면	Y
3707034	화북면	Y
3707035	화남면	Y
3707036	자양면	Y
3707037	임고면	Y
3707038	고경면	Y
3707039	북안면	Y
3707040	대창면	Y
3707051	동부동	Y
3707052	중앙동	Y
3707053	서부동	Y
3707054	완산동	Y
3707055	남부동	Y
37080	상주시	Y
3708011	함창읍	Y
3708048	사벌국면	Y
3708032	중동면	Y
3708033	낙동면	Y
3708034	청리면	Y
3708035	공성면	Y
3708036	외남면	Y
3708037	내서면	Y
3708038	모동면	Y
3708039	모서면	Y
3708040	화동면	Y
3708041	화서면	Y
3708042	화북면	Y
3708043	외서면	Y
3708044	은척면	Y
3708045	공검면	Y
3708046	이안면	Y
3708047	화남면	Y
3708052	남원동	Y
3708053	북문동	Y
3708054	계림동	Y
3708055	동문동	Y
3708056	동성동	Y
3708057	신흥동	Y
37090	문경시	Y
3709011	문경읍	Y
3709012	가은읍	Y
3709031	영순면	Y
3709032	산양면	Y
3709033	호계면	Y
3709034	산북면	Y
3709035	동로면	Y
3709036	마성면	Y
3709037	농암면	Y
3709057	점촌1동	Y
3709058	점촌2동	Y
3709059	점촌3동	Y
3709060	점촌4동	Y
3709061	점촌5동	Y
37100	경산시	Y
3710011	하양읍	Y
3710012	진량읍	Y
3710013	압량읍	Y
3710031	와촌면	Y
3710032	자인면	Y
3710033	용성면	Y
3710034	남산면	Y
3710036	남천면	Y
3710051	중앙동	Y
3710052	동부동	Y
3710053	서부1동	Y
3710057	서부2동	Y
3710054	남부동	Y
3710055	북부동	Y
3710056	중방동	Y
37310	군위군	Y
3731011	군위읍	Y
3731031	소보면	Y
3731032	효령면	Y
3731033	부계면	Y
3731034	우보면	Y
3731035	의흥면	Y
3731036	산성면	Y
3731038	삼국유사면	Y
37320	의성군	Y
3732011	의성읍	Y
3732031	단촌면	Y
3732032	점곡면	Y
3732033	옥산면	Y
3732034	사곡면	Y
3732035	춘산면	Y
3732036	가음면	Y
3732037	금성면	Y
3732038	봉양면	Y
3732039	비안면	Y
3732040	구천면	Y
3732041	단밀면	Y
3732042	단북면	Y
3732043	안계면	Y
3732044	다인면	Y
3732045	신평면	Y
3732046	안평면	Y
3732047	안사면	Y
37330	청송군	Y
3733011	청송읍	Y
3733038	주왕산면	Y
3733032	부남면	Y
3733033	현동면	Y
3733034	현서면	Y
3733035	안덕면	Y
3733036	파천면	Y
3733037	진보면	Y
37340	영양군	Y
3734011	영양읍	Y
3734031	입암면	Y
3734032	청기면	Y
3734033	일월면	Y
3734034	수비면	Y
3734035	석보면	Y
37350	영덕군	Y
3735011	영덕읍	Y
3735031	강구면	Y
3735032	남정면	Y
3735033	달산면	Y
3735034	지품면	Y
3735035	축산면	Y
3735036	영해면	Y
3735037	병곡면	Y
3735038	창수면	Y
37360	청도군	Y
3736011	화양읍	Y
3736012	청도읍	Y
3736031	각남면	Y
3736032	풍각면	Y
3736033	각북면	Y
3736034	이서면	Y
3736035	운문면	Y
3736036	금천면	Y
3736037	매전면	Y
37370	고령군	Y
3737012	대가야읍	Y
3737031	덕곡면	Y
3737032	운수면	Y
3737033	성산면	Y
3737034	다산면	Y
3737035	개진면	Y
3737036	우곡면	Y
3737037	쌍림면	Y
37380	성주군	Y
3738011	성주읍	Y
3738031	선남면	Y
3738032	용암면	Y
3738033	수륜면	Y
3738034	가천면	Y
3738035	금수면	Y
3738036	대가면	Y
3738037	벽진면	Y
3738038	초전면	Y
3738039	월항면	Y
37390	칠곡군	Y
3739011	왜관읍	Y
3739012	북삼읍	Y
3739013	석적읍	Y
3739031	지천면	Y
3739032	동명면	Y
3739033	가산면	Y
3739036	약목면	Y
3739037	기산면	Y
37400	예천군	Y
3740011	예천읍	Y
3740031	용문면	Y
3740042	효자면	Y
3740043	은풍면	Y
3740034	감천면	Y
3740035	보문면	Y
3740036	호명면	Y
3740037	유천면	Y
3740038	용궁면	Y
3740039	개포면	Y
3740040	지보면	Y
3740041	풍양면	Y
37410	봉화군	Y
3741011	봉화읍	Y
3741031	물야면	Y
3741032	봉성면	Y
3741033	법전면	Y
3741034	춘양면	Y
3741035	소천면	Y
3741036	석포면	Y
3741037	재산면	Y
3741038	명호면	Y
3741039	상운면	Y
37420	울진군	Y
3742011	울진읍	Y
3742012	평해읍	Y
3742031	북면	Y
3742039	금강송면	Y
3742033	근남면	Y
3742040	매화면	Y
3742035	기성면	Y
3742036	온정면	Y
3742037	죽변면	Y
3742038	후포면	Y
37430	울릉군	Y
3743011	울릉읍	Y
3743031	서면	Y
3743032	북면	Y
38	경상남도	Y
38110	창원시	Y
38111	의창구	Y
3811111	동읍	Y
3811131	북면	Y
3811132	대산면	Y
3811151	의창동	Y
